scenario_id,timestamp_s,serving_gnb,user_count,ue_ids
simu5g_00000623,33.4,gnb_1,4,1|11|17|23
simu5g_00000624,33.4,gnb_2,3,3|4|5
simu5g_00000625,33.5,gnb_1,4,1|11|17|23
simu5g_00000626,33.5,gnb_2,3,3|4|5
simu5g_00000627,33.6,gnb_1,4,1|11|17|23
simu5g_00000628,33.6,gnb_2,3,3|4|5
simu5g_00000629,33.7,gnb_1,4,1|11|17|23
simu5g_00000630,33.7,gnb_2,3,3|4|5
simu5g_00000631,33.8,gnb_1,4,1|11|17|23
simu5g_00000632,33.8,gnb_2,3,3|4|5
simu5g_00000633,33.9,gnb_1,4,1|11|17|23
simu5g_00000634,33.9,gnb_2,3,3|4|5
simu5g_00000635,34.0,gnb_1,4,1|11|17|23
simu5g_00000636,34.0,gnb_2,3,3|4|5
simu5g_00000637,34.1,gnb_1,4,1|11|17|23
simu5g_00000638,34.1,gnb_2,3,3|4|5
simu5g_00000639,34.2,gnb_1,4,1|11|17|23
simu5g_00000640,34.2,gnb_2,3,3|4|5
simu5g_00000641,34.3,gnb_1,4,1|11|17|23
simu5g_00000642,34.3,gnb_2,3,3|4|5
simu5g_00000643,34.4,gnb_1,4,1|11|17|23
simu5g_00000644,34.4,gnb_2,3,3|4|5
simu5g_00000645,34.5,gnb_1,4,1|11|17|23
simu5g_00000646,34.5,gnb_2,3,3|4|5
simu5g_00000647,34.6,gnb_1,4,1|11|17|23
simu5g_00000648,34.6,gnb_2,3,3|4|5
simu5g_00000649,34.7,gnb_1,4,1|11|17|23
simu5g_00000650,34.7,gnb_2,3,3|4|5
simu5g_00000651,34.8,gnb_1,4,1|11|17|23
simu5g_00000652,34.8,gnb_2,3,3|4|5
simu5g_00000653,34.9,gnb_1,4,1|11|17|23
simu5g_00000654,34.9,gnb_2,3,3|4|5
simu5g_00000656,35,gnb_2,2,3|4
